"gid"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"geom"|"distanza_minima"|"comune_ist"|"comune_nom"
"11052"|"slot"|"EA190048084A"|"TORINO (TO)"|"VIA C. CAPELLI 35/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A61A5B4D32F41741D23883D78C0B5341"|"500"|"001272"|"TORINO"
"11053"|"slot"|"EA190039534R"|"TORINO (TO)"|"VIA BALTIMORA 146/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000038DE73374DF31741AC56CA5139085341"|"500"|"001272"|"TORINO"
"11054"|"slot"|"EA190123810D"|"TORINO (TO)"|"STRADA CASTELLO DI MIRAFIORI 107, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000249788E366F21741F615E05F45045341"|"500"|"001272"|"TORINO"
"12966"|"slot"|"EA010184598J"|"MOSSO (BI)"|"VIA ROMA 25, MOSSO (BI)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000429E7D62CF671A41094B01E69E485341"|"300"|"096084"|"Mosso"
"12972"|"slot"|"EA670009417A"|"BENNA (BI)"|"VIA ROMA 2, BENNA (BI)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000061C145FC48591A415CF25AC4133A5341"|"300"|"096003"|"Benna"
"12856"|"slot"|"EA680042417R"|"ALBA (CN)"|"CORSO NINO BIXIO 2, ALBA (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000DBE615F20E01941CCD08F0921E25241"|"500"|"004003"|"Alba"
"11055"|"slot"|"EA190005023R"|"TORINO (TO)"|"VIA CAPELLI 36, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004BCC7FC989F41741DAEAEE468A0B5341"|"500"|"001272"|"TORINO"
"11056"|"slot"|"EA190010185D"|"TORINO (TO)"|"VIALE DEI MUGHETTI 9/C, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000034D97948ADF417415BC05DF73D0E5341"|"500"|"001272"|"TORINO"
"11057"|"slot"|"EA190077872P"|"TORINO (TO)"|"STRADA CASTELLO DI MIRAFIORI 103, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000F471D16FDF11741E0C1AE0A47045341"|"500"|"001272"|"TORINO"
"11058"|"slot"|"EA190073191A"|"TORINO (TO)"|"STRADA CASTELLO DI MIRAFIORI 105, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006CAF217723F217410A3AE5E347045341"|"500"|"001272"|"TORINO"
"11059"|"slot"|"EA190036071A"|"SAN MAURIZIO CANAVESE (TO)"|"VIA FATEBENEFRATELLI 17/B, SAN MAURIZIO CANAVESE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000363B567A35F81741BFB30359751A5341"|"500"|"001248"|"San Maurizio Canavese"
"11060"|"slot"|"EA190132036S"|"TORINO (TO)"|"PIAZZA PITAGORA 18, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000012FA953642F217418567E19C6B075341"|"500"|"001272"|"TORINO"
"11061"|"slot"|"EA190043162R"|"TORINO (TO)"|"VIA MONGINEVRO 144/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000220AF56429F317416B7B60730E0A5341"|"500"|"001272"|"TORINO"
"11062"|"slot"|"EA190018021A"|"TORINO (TO)"|"CORSO R. MARGHERITA 440, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000373F0D751CF41741EF6FE7914A0D5341"|"500"|"001272"|"TORINO"
"11063"|"slot"|"EA190172334H"|"NICHELINO (TO)"|"VIA TORINO 307, NICHELINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004C09F9D9FEF017417C855C7A49015341"|"500"|"001164"|"Nichelino"
"11064"|"slot"|"EA190043022A"|"TORINO (TO)"|"CORSO ORBASSANO 267, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000EEFCEFA400F21741507A7A8A4F075341"|"500"|"001272"|"TORINO"
"11065"|"slot"|"EA190114460A"|"TORINO (TO)"|"VIA VINCENZO LANCIA 89, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000096799359DEF2174155266114C7095341"|"500"|"001272"|"TORINO"
"15031"|"slot"|"EA010190704Q"|"SALE"|"VIA DANTE 41, SALE (AL)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000ED1C83D57F991D418E710F2EEEFF5241"|"300"|"006151"|"Sale"
"11066"|"slot"|"EA190078885R"|"VINOVO (TO)"|"VIA COTTOLENGO 109, VINOVO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000E601AB577EEF174199E1C60940FD5241"|"500"|"001309"|"Vinovo"
"11067"|"slot"|"EA190174163N"|"TORINO (TO)"|"PIAZZA PITAGORA 17/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000073BAF1813EF21741704A9E8F69075341"|"500"|"001272"|"TORINO"
"15432"|"slot"|"EA010039611R"|"LU"|"VIA MAMELI 67, LU (AL)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000003A1443AA20D1C411FE13A4698025341"|"300"|"006089"|"Lu"
"15901"|"slot"|"EA010154438R"|"PARETO"|"VIA MIOGLIA 13, PARETO (AL)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000011556934CE841B413D1F991EE4CD5241"|"300"|"006125"|"Pareto"
"11068"|"slot"|"EA190096980A"|"TORINO (TO)"|"VIA SANT'AMBROGIO 25, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000066FFEB8B83F21741AC828C81F40A5341"|"500"|"001272"|"TORINO"
"11069"|"slot"|"EA190173105L"|"TORINO (TO)"|"VIA BAVENO 21BIS, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000B09CF1C2A3F217416E8228FB5F0B5341"|"500"|"001272"|"TORINO"
"11070"|"slot"|"EA190074553R"|"TORINO (TO)"|"VIA TOGLIATTI 24/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003E422BAC04F11741E8B68010D9045341"|"500"|"001272"|"TORINO"
"11071"|"slot"|"EA190080229R"|"TORINO (TO)"|"CORSO UNIONE SOVIETICA 471/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006049B44129F11741F1232D7A36055341"|"500"|"001272"|"TORINO"
"11072"|"slot"|"EA190044467A"|"TORINO (TO)"|"VIA MONTENOVEGNO 7/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00007FF04F4B6FF117416389E9956D075341"|"500"|"001272"|"TORINO"
"11073"|"slot"|"EA190042569R"|"TORINO (TO)"|"VIA BALTIMORA 161, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00001F120E16A8F11741E510AD833E085341"|"500"|"001272"|"TORINO"
"11074"|"slot"|"EA190100618G"|"TORINO (TO)"|"VIA BARBERA 4, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000057C90166DFF0174151D87FF826055341"|"500"|"001272"|"TORINO"
"11075"|"slot"|"EA190021262A"|"TORINO (TO)"|"PIAZZA CAMPANELLA 25/E, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00005A2B268BCBF217414D33A3FB1C0C5341"|"500"|"001272"|"TORINO"
"11076"|"slot"|"EA190000258S"|"TORINO (TO)"|"PIAZZA CAMPANELLA 7, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000017AA20F83F217414B87EC31F50B5341"|"500"|"001272"|"TORINO"
"11077"|"slot"|"EA190015157A"|"SAN MAURIZIO CANAVESE (TO)"|"VIA VITTORIO EMANUELE 14, SAN MAURIZIO CANAVESE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009CCC9C5484F6174115E57C57BC1A5341"|"500"|"001248"|"San Maurizio Canavese"
"11078"|"slot"|"EA190157616R"|"TORINO (TO)"|"CORSO FRANCIA 235, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006F4C3D7653F21741296C45732A0B5341"|"500"|"001272"|"TORINO"
"11079"|"slot"|"EA190074309S"|"TORINO (TO)"|"VIA CASTELGOMBERTO 35, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000010709B3AA4F11741A4BA89E150085341"|"500"|"001272"|"TORINO"
"11080"|"slot"|"EA190148677R"|"TORINO (TO)"|"VIA BARDONECCHIA 134/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000E4972AB7FFF11741639015B3E40A5341"|"500"|"001272"|"TORINO"
"11081"|"slot"|"EA190082635A"|"TORINO (TO)"|"VIA CARRERA 50/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009C8DC3F33BF21741C8170D8BBD0B5341"|"500"|"001272"|"TORINO"
"11082"|"slot"|"EA190045014S"|"VINOVO (TO)"|"VIA COTTOLENGO 119, VINOVO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000096FCDC3451EE17419619EE2133FD5241"|"500"|"001309"|"Vinovo"
"11083"|"slot"|"EA190008957S"|"TORINO (TO)"|"VIA MONGINEVRO 156/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000058F8F586DDF1174125A713CD0D0A5341"|"500"|"001272"|"TORINO"
"11084"|"slot"|"EA190081903R"|"TORINO (TO)"|"VIA CASTELGOMBERTO 101, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00005498441BEBF017419F93C442D1075341"|"500"|"001272"|"TORINO"
"11086"|"slot"|"EA190037568A"|"TORINO (TO)"|"CORSO ORBASSANO 258/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C2D4AF35DBF01741879C45B651075341"|"500"|"001272"|"TORINO"
"11087"|"slot"|"EA190036821M"|"TORINO (TO)"|"VIA PIANCERI 3/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000983A916C49F21741328DA673050C5341"|"500"|"001272"|"TORINO"
"11088"|"slot"|"EA190125044K"|"TORINO (TO)"|"VIA NICOMEDE BIANCHI 68, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003AFE39B8DDF11741941F0A74F70B5341"|"500"|"001272"|"TORINO"
"11089"|"slot"|"EA190120306S"|"TORINO (TO)"|"VIA ASINARI DI BERNEZZO 62/H, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000B7FCEE9CDFF11741A5070A80A90B5341"|"500"|"001272"|"TORINO"
"11090"|"slot"|"EA190087226D"|"SAN MAURIZIO CANAVESE (TO)"|"VIA CERETTA INFERIORE 20, SAN MAURIZIO CANAVESE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000318CF65BE0F517416BB9A30F621A5341"|"500"|"001248"|"San Maurizio Canavese"
"11092"|"slot"|"EA190158691R"|"TORINO (TO)"|"VIA TEMPIO PAUSANIA 24/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A18A69CD6FF01741FEA68478A3075341"|"500"|"001272"|"TORINO"
"11093"|"slot"|"EA190095303A"|"TORINO (TO)"|"CORSO FRANCIA 241/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000EC51A89A75F11741933947EF290B5341"|"500"|"001272"|"TORINO"
"11094"|"slot"|"EA190148731S"|"TORINO (TO)"|"CORSO PESCHIERA 285, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000820255607FF11741BD610487CA0A5341"|"500"|"001272"|"TORINO"
"11095"|"slot"|"EA190140753S"|"TORINO (TO)"|"VIA ALFONSO NALLINO 22, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000BF524EE67BF017416B94C378F0065341"|"500"|"001272"|"TORINO"
"11096"|"slot"|"EA190009760A"|"TORINO (TO)"|"CORSO TRAPANI 34/C-B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DCEC51F3E1FC17416246A5A7EE0A5341"|"500"|"001272"|"TORINO"
"11097"|"slot"|"EA190071347S"|"NICHELINO (TO)"|"VIA STUPINIGI 72 D, NICHELINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000050F5AD4EBDFA174150464C1BEE025341"|"500"|"001164"|"Nichelino"
"11098"|"slot"|"EA190193155A"|"TORINO (TO)"|"VIA SAN MARINO 81/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C6F298E501FC17411E90501149075341"|"500"|"001272"|"TORINO"
"11099"|"slot"|"EA190036888A"|"TORINO (TO)"|"VIA MICHELE LESSONA 87/D, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00007704E1775FFD174196891D13130C5341"|"500"|"001272"|"TORINO"
"11100"|"slot"|"EA190092953A"|"TORINO (TO)"|"VIA GORIZIA 78/C, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000063A98363F4FB1741FA01A81243085341"|"500"|"001272"|"TORINO"
"11101"|"slot"|"EA190087321R"|"TORINO (TO)"|"VIA GORIZIA 74, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000398BA72019FC1741D06E0CD04A085341"|"500"|"001272"|"TORINO"
"11102"|"slot"|"EA190155568Q"|"TORINO (TO)"|"VIA ISSIGLIO 111/8, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A9B8C54DA7FC17410D3CE82C490A5341"|"500"|"001272"|"TORINO"
"11103"|"slot"|"EA190009749A"|"TORINO (TO)"|"VIA GIACOMO MEDICI 100/C, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000382CC76011FD1741B778065FB50B5341"|"500"|"001272"|"TORINO"
"11104"|"slot"|"EA190128805R"|"TORINO (TO)"|"VIA BORGOSESIA 86 D, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DE5C7DFB5BFC17410DE70B11F10B5341"|"500"|"001272"|"TORINO"
"11105"|"slot"|"EA190171342R"|"TORINO (TO)"|"VIA BORGOSESIA 56, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009E841D7858FC174151C43FADB80B5341"|"500"|"001272"|"TORINO"
"11106"|"slot"|"EA190153067A"|"TORINO (TO)"|"VIA GORIZIA 92/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000419C5B3B9FB17419205E23616085341"|"500"|"001272"|"TORINO"
"11107"|"slot"|"EA190175451A"|"TORINO (TO)"|"VIA GORIZIA 94/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000EC27CA36E0FB174180F1E4C811085341"|"500"|"001272"|"TORINO"
"11108"|"slot"|"EA190037878R"|"TORINO (TO)"|"VIA SAN MARINO 95/D, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004D1888BCA2FA1741D057641352075341"|"500"|"001272"|"TORINO"
"11109"|"slot"|"EA190099722A"|"TORINO (TO)"|"VIA LESSONA 101/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000AA4C4E4EECFB1741F9FE7F9A140C5341"|"500"|"001272"|"TORINO"
"11110"|"slot"|"EA190193759M"|"TORINO (TO)"|"VIA GORIZIA 132/C, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000092E14CE0FCFA1741DF6BEF27BF075341"|"500"|"001272"|"TORINO"
"11111"|"slot"|"EA190087496K"|"TORINO (TO)"|"VIA FREJUS 117, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000F0A601A4D2FB1741AD3B5504A20A5341"|"500"|"001272"|"TORINO"
"11112"|"slot"|"EA190006676G"|"TORINO (TO)"|"VIA GORIZIA 174, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000041A24D4A4DFA1741729568D565075341"|"500"|"001272"|"TORINO"
"11113"|"slot"|"EA190072501A"|"TORINO (TO)"|"VIA BISTAGNO 28, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000065D7EC2A9DFA174116694EF651085341"|"500"|"001272"|"TORINO"
"11114"|"slot"|"EA190102768S"|"TORINO (TO)"|"CORSO TRAIANO 8/H, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00005CBBBFF526FA17412DCF48EDCB055341"|"500"|"001272"|"TORINO"
"11115"|"slot"|"EA190035568S"|"TORINO (TO)"|"VIA FREJUS 119/C, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009E3034FD7EFB17416DD2B353A10A5341"|"500"|"001272"|"TORINO"
"11116"|"slot"|"EA190040016A"|"TORINO (TO)"|"CORSO TRAIANO 2, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008FD1830376F9174123534232D0055341"|"500"|"001272"|"TORINO"
"11117"|"slot"|"EA190081943S"|"TORINO (TO)"|"VIA BARLETTA 110, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000026B1E77428FA1741B6034C6465085341"|"500"|"001272"|"TORINO"
"11118"|"slot"|"EA190007854R"|"TORINO (TO)"|"VIA GIACOMO MEDICI 115/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000F8F116F13CFB174192C9C615B00B5341"|"500"|"001272"|"TORINO"
"11119"|"slot"|"EA190165950A"|"TORINO (TO)"|"VIA BARLETTA 95/B, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009160D90662FA1741ECC8C1DB5C085341"|"500"|"001272"|"TORINO"
"11120"|"slot"|"EA190130877V"|"RIVARA (TO)"|"VIA BUSANO 48, RIVARA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00007184924005021841E27D601EC1265341"|"300"|"001216"|"Rivara"
"11121"|"slot"|"EA190090200R"|"TORINO (TO)"|"VIA NICHELINO 10/N, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000FEC7E74816F917412023FCDF87055341"|"500"|"001272"|"TORINO"
"11122"|"slot"|"EA190076834R"|"TORINO (TO)"|"VIA RUBIANA 16/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000032E4E587AAFA17412F454C5D0C0B5341"|"500"|"001272"|"TORINO"
"11124"|"slot"|"EA190011372R"|"TORINO (TO)"|"VIA MONGINEVRO 115, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C684436FE0F91741A450CC2A0A0A5341"|"500"|"001272"|"TORINO"
"11125"|"slot"|"EA190075788R"|"TORINO (TO)"|"CORSO MONTE GRAPPA 88, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008BC692398AFA1741AEBAE0F8E90B5341"|"500"|"001272"|"TORINO"
"11127"|"slot"|"EA190030192R"|"TORINO (TO)"|"CORSO FRANCIA 177, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DFD0395F73FA1741DF5F80D0320B5341"|"500"|"001272"|"TORINO"
"11128"|"slot"|"EA190090462R"|"TORINO (TO)"|"VIA CARLO DEL PRETE 70, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000A006D0976F81741177CA53BC0065341"|"500"|"001272"|"TORINO"
"11129"|"slot"|"EA190133251G"|"TORINO (TO)"|"VIA FREJUS 146/A, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000BC45A5BDF3F91741DB3303F7A40A5341"|"500"|"001272"|"TORINO"
"11130"|"slot"|"EA190095048R"|"TORINO (TO)"|"LARGO LANCIA 58, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000AAF7F63BC8F91741455A8421BD095341"|"500"|"001272"|"TORINO"
"11131"|"slot"|"EA190176250A"|"TORINO (TO)"|"CORSO UNIONE SOVIETICA 385/F, TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00001F41F83DB5F817419D58BCECB6055341"|"500"|"001272"|"TORINO"
