"gid"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"geom"|"distanza_minima"|"comune_ist"|"comune_nom"
"11503"|"slot"|"EA680071611A"|"VIGNOLO (CN)"|"VIA CUNEO 13/BIS, VIGNOLO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A1785BD9441A17417CFC781CF0BD5241"|"300"|"004243"|"Vignolo"
"11504"|"slot"|"EA680039949R"|"BUSCA (CN)"|"VIA ROSSANA 11, BUSCA (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008D85FD27A91A1741C958DA4179CE5241"|"500"|"004034"|"Busca"
"11505"|"slot"|"EA190189369N"|"PIOSSASCO (TO)"|"VIA MASSIMO D'AZEGLIO 7, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000074AFCD44F12A1741ACCB52A652025341"|"500"|"001194"|"Piossasco"
"11506"|"slot"|"EA190081098R"|"PIOSSASCO (TO)"|"VIA CUMIANA 11/13, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DB581CC87E2B174105A8421392025341"|"500"|"001194"|"Piossasco"
"11507"|"slot"|"EA190078964R"|"PIOSSASCO (TO)"|"VIA TORINO 27, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000F0A2FFAF042C174129D4C7432F025341"|"500"|"001194"|"Piossasco"
"11508"|"slot"|"EA190167814D"|"GERMAGNANO (TO)"|"VIA CELSO MIGLIETTI 47, GERMAGNANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000FB984039B12F17410D495BDFBE1F5341"|"300"|"001113"|"Germagnano"
"11509"|"slot"|"EA190033251R"|"GERMAGNANO (TO)"|"VIA CELSO MIGLIETTI 38, GERMAGNANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00001D3BE9762D301741FAE2990FCC1F5341"|"300"|"001113"|"Germagnano"
"11510"|"slot"|"EA190082173A"|"ROSTA (TO)"|"VIA BASTONE 34, ROSTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003CCC44605F2A17418F06C81CBB0A5341"|"300"|"001228"|"Rosta"
"11511"|"slot"|"EA680142336A"|"BUSCA (CN)"|"VIA ROSSANA 13, BUSCA (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000F841314C951A1741272F8DB977CE5241"|"500"|"004034"|"Busca"
"11512"|"slot"|"EA680143161S"|"CERVASCA (CN)"|"VIA ROMA 36, CERVASCA (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000758A9B9C87111741CB4759BD5AC05241"|"300"|"004064"|"Cervasca"
"11513"|"slot"|"EA680046205A"|"CERVASCA (CN)"|"VIA ROMA 45, CERVASCA (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006980C5FB1D121741F82B8DA54CC05241"|"300"|"004064"|"Cervasca"
"11514"|"slot"|"EA190131473Z"|"GERMAGNANO (TO)"|"VIA CELSO MIGLIETTI 50, GERMAGNANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008C6D100A1B2F17419FEADD53BA1F5341"|"300"|"001113"|"Germagnano"
"11515"|"slot"|"EA190188587R"|"BRUINO (TO)"|"VIA VIA PIOSSASCO 7 7, BRUINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DA5CD0E68627174154E8EFEE64055341"|"500"|"001038"|"Bruino"
"11516"|"slot"|"EA190026452A"|"PIOSSASCO (TO)"|"VIA ROMA 12, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008CF442653A211741DEB5B9CE43025341"|"500"|"001194"|"Piossasco"
"11517"|"slot"|"EA190191647B"|"SANGANO (TO)"|"VIA PINEROLO SUSA 50, SANGANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A65D6F9AD6221741655B3F6042055341"|"500"|"001038"|"Bruino"
"11518"|"slot"|"EA190188072A"|"ROSTA (TO)"|"CORSO MONCENISIO 75, ROSTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006182AA8F0E251741E4656E8A660C5341"|"300"|"001228"|"Rosta"
"11519"|"slot"|"EA190082765S"|"RIVALTA DI TORINO (TO)"|"VIA TORINO 35, RIVALTA DI TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000062A8518700241741EF379FD568055341"|"500"|"001038"|"Bruino"
"11520"|"slot"|"EA190047492R"|"LOCANA (TO)"|"VIA ROMA 64, LOCANA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00008043A105662817413788740289305341"|"300"|"001134"|"Locana"
"11521"|"slot"|"EA190092613R"|"PIOSSASCO (TO)"|"VIA PINEROLO 157, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000E1CB657ACD1A174119ED513CA4015341"|"500"|"001194"|"Piossasco"
"11522"|"slot"|"EA190034613R"|"ROSTA (TO)"|"VIA STAZIONE 77, ROSTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003077A9471C211741F2980F3DB10B5341"|"300"|"001228"|"Rosta"
"11523"|"slot"|"EA190081562H"|"PIOSSASCO (TO)"|"VIA PINEROLO 47, PIOSSASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004ABB45C6B8201741CBA3C7DE0F025341"|"500"|"001194"|"Piossasco"
"11525"|"slot"|"EA190176460D"|"LOCANA (TO)"|"VIA ROMA 85, LOCANA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004C7C07E84D2717417A24019296305341"|"300"|"001134"|"Locana"
"11526"|"slot"|"EA680068895A"|"PIASCO (CN)"|"VIA ASSANDRIA 6, PIASCO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000624C872D20B1741DDAFF7347AD45241"|"300"|"004166"|"Piasco"
"11527"|"slot"|"EA190048056R"|"LOCANA (TO)"|"VIA ROMA 74, LOCANA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000D6AE3FD515281741C49689F08B305341"|"300"|"001134"|"Locana"
"11528"|"slot"|"EA680048031A"|"ROCCAVIONE (CN)"|"FRAZIONE BRIGNOLA 8, ROCCAVIONE (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000FA676076FEFB16412186D5C601B75241"|"300"|"004192"|"Roccavione"
"11529"|"slot"|"EA190032697R"|"GERMAGNANO (TO)"|"VIA FUNGHERA 3/B, GERMAGNANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009CE7EFD52F1C174126128643AF205341"|"300"|"001113"|"Germagnano"
"11530"|"slot"|"EA680033300R"|"PIASCO (CN)"|"VIA GOVANNI GIOLITTI 8, PIASCO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00007505D7C8D20617413C9E2220ECD35241"|"300"|"004166"|"Piasco"
"11531"|"slot"|"EA190192667B"|"PIASCO (CN)"|"VIA DANTE 10, PIASCO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000041BAB8420E081741EB7B5F4F09D45241"|"300"|"004166"|"Piasco"
"11532"|"slot"|"EA190071765G"|"BUTTIGLIERA ALTA (TO)"|"CORSO TORINO 85 F, BUTTIGLIERA ALTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000051F920D28B0217419301AA79710C5341"|"500"|"001045"|"Buttigliera Alta"
"11533"|"slot"|"EA190136973R"|"BUTTIGLIERA ALTA (TO)"|"CORSO SUPERGA 31, BUTTIGLIERA ALTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00002C68617E63061741AF39C926920A5341"|"500"|"001045"|"Buttigliera Alta"
"11534"|"slot"|"EA190042352A"|"VAL DELLA TORRE (TO)"|"VIA ROMA 29, VAL DELLA TORRE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00001DEFB374F611174157385FA01B145341"|"300"|"001284"|"Val della Torre"
"11535"|"slot"|"EA190032153R"|"SANGANO (TO)"|"VIA PINEROLO - SUSA 61, SANGANO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009A115545E3101741E7E58FF73B065341"|"300"|"001241"|"Sangano"
"11536"|"slot"|"EA190166617G"|"PISCINA (TO)"|"VIA UMBERTO I 133, PISCINA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000065EEDA772CF2164183E02B6E31FA5241"|"300"|"001195"|"Piscina"
"11537"|"slot"|"EA680101003H"|"CARAGLIO (CN)"|"VIA CESARE BATTISTI 9 A, CARAGLIO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C4B40309F1E616415F2A92C43DC45241"|"500"|"004040"|"Caraglio"
"11538"|"slot"|"EA190135409A"|"BUTTIGLIERA ALTA (TO)"|"CORSO TORINO 71, BUTTIGLIERA ALTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004297C00A36FD1641A4BAC158650C5341"|"500"|"001045"|"Buttigliera Alta"
"11539"|"slot"|"EA190174770A"|"CARAGLIO (CN)"|"VIA CESARE BATTISTI 41/43, CARAGLIO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000EE1C61EF3E716417135346E30C45241"|"500"|"004040"|"Caraglio"
"11540"|"slot"|"EA190075046A"|"PISCINA (TO)"|"VIA UMBERTO I 3, PISCINA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00005E653CD888ED1641552DA2D6D1FA5241"|"300"|"001195"|"Piscina"
"11541"|"slot"|"EA190189207G"|"PISCINA (TO)"|"VIA UMBERTO I 23, PISCINA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000B4D86535E6ED1641176E3640C4FA5241"|"300"|"001195"|"Piscina"
"11542"|"slot"|"EA190190935A"|"CARAGLIO (CN)"|"VIA ROMA 23, CARAGLIO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C6CBD57F11DF1641CA1E735918C45241"|"500"|"004040"|"Caraglio"
"11543"|"slot"|"EA190119119R"|"BUTTIGLIERA ALTA (TO)"|"VIA CESARE RAMO 5, BUTTIGLIERA ALTA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000EFE7700EEF51641CA7132E1430C5341"|"500"|"001045"|"Buttigliera Alta"
"11544"|"slot"|"EA190056725S"|"VOLVERA (TO)"|"STRADA PIOSSASCO 16, VOLVERA (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000269C280BBB561741C76DB59322FE5241"|"500"|"001315"|"Volvera"
"11545"|"slot"|"EA190007392H"|"RIVALTA DI TORINO (TO)"|"VIA GIAVENO 52 10, RIVALTA DI TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000FA627D203A591741C510320498045341"|"500"|"001214"|"Rivalta di Torino"
"11546"|"slot"|"EA680022662R"|"ROBILANTE (CN)"|"VIA UMBERTO I 2, ROBILANTE (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000EC75C61E7E441741D06F3DB9B8B65241"|"300"|"004185"|"Robilante"
"11547"|"slot"|"EA190119378A"|"RIVALTA DI TORINO (TO)"|"VIA MATTEI 5 E 7, RIVALTA DI TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004AE7AC94C55C1741FF51B48103035341"|"500"|"001214"|"Rivalta di Torino"
"11548"|"slot"|"EA190028647S"|"VILLAFRANCA PIEMONTE (TO)"|"VIA S.F.ASSISI 68, VILLAFRANCA PIEMONTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000001FE0FC7484E1741857E0CAF92EB5241"|"300"|"001300"|"Villafranca Piemonte"
"11549"|"slot"|"EA190198823H"|"VILLAFRANCA PIEMONTE (TO)"|"STRADA PROVINCIALE 139 2, VILLAFRANCA PIEMONTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000276C5BE5664E17417CAF9E749BEB5241"|"300"|"001300"|"Villafranca Piemonte"
"11550"|"slot"|"EA680145702H"|"BORGO SAN DALMAZZO (CN)"|"VIA CUNEO 84, BORGO SAN DALMAZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000BE055B63C94217411EFBD1DD80BC5241"|"500"|"004025"|"Borgo San Dalmazzo"
"11551"|"slot"|"EA190065226S"|"RIVALTA DI TORINO (TO)"|"VIA GIAVENO 57, RIVALTA DI TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000087FD3F4327581741870750CD81045341"|"500"|"001214"|"Rivalta di Torino"
"11552"|"slot"|"EA190032965S"|"RIVOLI (TO)"|"LARGO DE GASPERI 13/A, RIVOLI (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000B19B9A939E541741EB266E61360B5341"|"500"|"001219"|"Rivoli"
"11553"|"slot"|"EA190145946R"|"VILLAFRANCA PIEMONTE (TO)"|"VIA ROMA 1, VILLAFRANCA PIEMONTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000BCABCB360D4C1741DEE0FCC070EB5241"|"300"|"001300"|"Villafranca Piemonte"
"11554"|"slot"|"EA190005160A"|"RIVOLI (TO)"|"VIA ROMA 130, RIVOLI (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00004B0E4A07F55517418FD6C22ADD0A5341"|"500"|"001219"|"Rivoli"
"11555"|"slot"|"EA190089529A"|"VILLAFRANCA PIEMONTE (TO)"|"PIAZZA DEL GESU' 5, VILLAFRANCA PIEMONTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006F3B6DC5844D17413F3C579393EB5241"|"300"|"001300"|"Villafranca Piemonte"
"11556"|"slot"|"EA680046250E"|"BORGO SAN DALMAZZO (CN)"|"VIA FRATELLI ROSSELLI 9, BORGO SAN DALMAZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000046261D76BC3B1741A001AE3A72BC5241"|"500"|"004025"|"Borgo San Dalmazzo"
"11557"|"slot"|"EA190067743A"|"VILLAFRANCA PIEMONTE (TO)"|"VIA ROMA 55/57, VILLAFRANCA PIEMONTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00002E62E657D74917415D29B0A776EB5241"|"300"|"001300"|"Villafranca Piemonte"
"11558"|"slot"|"EA190041745R"|"CERCENASCO (TO)"|"VIA REGINA MARGHERITA 11, CERCENASCO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00002890AF47764C17410CAC345808F45241"|"300"|"001071"|"Cercenasco"
"11559"|"slot"|"EA680071639D"|"BORGO SAN DALMAZZO (CN)"|"VIA CUNEO 74, BORGO SAN DALMAZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003A9498A5063D174168FD9F7671BC5241"|"500"|"004025"|"Borgo San Dalmazzo"
"11560"|"slot"|"EA680040202E"|"SALUZZO (CN)"|"VIA DON SOLERI 4/2, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00003E1F61FCAA3F1741F7BB453100DD5241"|"500"|"004203"|"Saluzzo"
"11561"|"slot"|"EA680030256S"|"SALUZZO (CN)"|"VIA SAVIGLIANO 77 B, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000E54F7C4BD23F1741CD7B9D01E3DC5241"|"500"|"004203"|"Saluzzo"
"11562"|"slot"|"EA190092509R"|"RIVOLI (TO)"|"CORSO SUSA 301, RIVOLI (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000B1145841415017414EB688432C0C5341"|"500"|"001219"|"Rivoli"
"11563"|"slot"|"EA190088647O"|"RIVALTA DI TORINO (TO)"|"VIA GIAVENO 122, RIVALTA DI TORINO (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00001DCCE3A89F50174121BE78D6BA045341"|"500"|"001214"|"Rivalta di Torino"
"11564"|"slot"|"EA190004257V"|"SALUZZO (CN)"|"VIA SAVIGLIANO 7, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00009E173254383D1741D35447E9D0DC5241"|"500"|"004203"|"Saluzzo"
"11565"|"slot"|"EA680069422R"|"BORGO SAN DALMAZZO (CN)"|"VIA CUNEO 10, BORGO SAN DALMAZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00007D49EA35E1331741E02D96AA8CBB5241"|"500"|"004025"|"Borgo San Dalmazzo"
"11566"|"slot"|"EA190008294O"|"VIGONE (TO)"|"VIA MONSIGNOR RESSIA 9, VIGONE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00002B07977799441741542C080358F25241"|"500"|"001299"|"Vigone"
"11567"|"slot"|"EA680034958A"|"SALUZZO (CN)"|"PIAZZA VITTORIO VENETO 3, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000055F2B231D33E1741596023D27CDC5241"|"500"|"004203"|"Saluzzo"
"11568"|"slot"|"EA190153148R"|"VIGONE (TO)"|"PIAZZA PALAZZO CIVICO 28, VIGONE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000300530EE6A411741A847AF562AF25241"|"500"|"001299"|"Vigone"
"11569"|"slot"|"EA190106571A"|"VIGONE (TO)"|"PIAZZA PALAZZO CIVICO 33, VIGONE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00006052B9D37841174165C6908B2EF25241"|"500"|"001299"|"Vigone"
"11570"|"slot"|"EA190079015S"|"VIGONE (TO)"|"VIA UMBERTO I 33, VIGONE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000FC3BFD664B421741CF1CE6293AF25241"|"500"|"001299"|"Vigone"
"11571"|"slot"|"EA680041470A"|"SALUZZO (CN)"|"VIA SPIELBERG 72, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000064398CE7C93C174119DD46E45DDC5241"|"500"|"004203"|"Saluzzo"
"11572"|"slot"|"EA190005227R"|"SALUZZO (CN)"|"PIAZZA VIA DELLA RESISTENZA 16/E/3, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F000045F02384A0391741EB9903330DDD5241"|"500"|"004203"|"Saluzzo"
"11573"|"slot"|"EA680142931H"|"SALUZZO (CN)"|"VIA DELLA RESISTENZA 16A 5, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A951E0BE453A17418FCF4E8215DD5241"|"500"|"004203"|"Saluzzo"
"11574"|"slot"|"EA680009264S"|"BORGO SAN DALMAZZO (CN)"|"CORSO BARALE 122/A, BORGO SAN DALMAZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000A2C8227EAF301741CCE437454FBB5241"|"500"|"004025"|"Borgo San Dalmazzo"
"11575"|"slot"|"EA190064436R"|"VIGONE (TO)"|"VIA OGGERO BESSONE 7, VIGONE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000EE1852CE5841174141F7D8DC47F25241"|"500"|"001299"|"Vigone"
"11576"|"slot"|"EA680079367S"|"SALUZZO (CN)"|"CORSO ITALIA 23, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000DD1D9A25403817418AC8AED9B6DC5241"|"500"|"004203"|"Saluzzo"
"11577"|"slot"|"EA680131632N"|"SALUZZO (CN)"|"VIA BODONI 4, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00000E989200A6381741B0C154D098DC5241"|"500"|"004203"|"Saluzzo"
"11578"|"slot"|"EA190191320S"|"SALUZZO (CN)"|"VIA DELLA RESISTENZA 16/E/1, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000CAD340961E391741BF8AC191EDDC5241"|"500"|"004203"|"Saluzzo"
"11579"|"slot"|"EA190132705S"|"CASELETTE (TO)"|"VIA ALPIGNANO 146, CASELETTE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F00005369679311481741CDD7C0B7E50E5341"|"300"|"001062"|"Caselette"
"11580"|"slot"|"EA680126076J"|"SALUZZO (CN)"|"VIA CIRCONVALLAZIONE 25/C, SALUZZO (CN)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000C71CBD7DAD3617419288FE6F46DD5241"|"500"|"004203"|"Saluzzo"
"11581"|"slot"|"EA190081071Y"|"SCALENGHE (TO)"|"VIA SAVIGLIANI 34/A, SCALENGHE (TO)"|""|""|"Agenzia Dogane e Monopoli - Comuni"|""|"S"|"N"|"2018-08-04"|"msl_campus"|""|"libera"|""|""|"0101000020787F0000606BAB47DA3E1741C4FD4241AEF75241"|"300"|"001260"|"Scalenghe"
